src_port,dst_port,protocol,bytes_sent,bytes_received,packets,duration,direction,failed_connections,distinct_destinations,connection_frequency,dns_query_volume,tls_version_score,uncommon_port_flag,internal_to_internal_flag,external_to_internal_flag,beaconing_score,hour_of_day,weekend_flag,label
3755,3306,HTTPS,36455,198402,206,19.723904901093952,internal_to_external,2,9,7.6904692595823905,19,0.8037746384611235,0,1,1,0.05409417021498447,11,0,normal
41457,587,HTTP,40372,113820,123,21.272298891701382,internal_to_external,2,4,5.191440055267386,10,0.8319006695847903,0,1,1,0.02803094944217881,10,0,normal
64437,8080,HTTP,15434,142319,361,24.69478488814611,internal_to_internal,2,7,4.990797777714524,9,0.9260953700323454,0,0,1,0.07073165209609623,10,0,normal
26045,25,TLS,31517,63169,98,26.867520460685213,internal_to_external,1,4,9.95862858431317,5,0.8094219531568136,1,1,0,0.06283199172948166,9,0,normal
60891,8080,HTTP,42910,152915,392,11.494415478010243,internal_to_external,0,8,1.7300450449927376,1,0.775695750067162,0,1,0,0.01841866277109727,8,1,normal
18824,80,TCP,3253,125691,19,15.883693004574198,internal_to_internal,2,7,9.29713003935394,8,0.9880768448758944,0,1,0,0.04157986150080261,11,0,normal
1498,3306,HTTPS,11914,141723,465,5.64015056207045,internal_to_external,2,3,6.101629625685979,8,0.7907404652593085,1,0,0,0.031580452717563226,13,0,normal
42456,8080,TCP,7106,55301,375,1.742447429475909,internal_to_external,1,6,6.187916653160306,11,0.8343756992184876,0,1,1,0.06266259543093754,12,0,normal
16045,443,TLS,13737,176405,391,10.477318643048378,internal_to_external,1,7,9.577546942057692,6,0.9696972382130175,1,1,0,0.0787742141306782,15,0,normal
60484,53,HTTP,12725,93867,302,8.8624002299235,internal_to_external,0,3,0.15175230906690698,9,0.7671779716170175,0,0,0,0.07641526536293293,18,0,normal
2460,3306,TLS,39098,105178,381,17.124603613402527,internal_to_external,1,2,6.048162522188272,18,0.9049783110891949,0,0,0,0.036675419869409885,14,0,normal
20786,22,HTTPS,16022,10153,178,20.951161003886252,internal_to_external,1,1,9.942324969281536,15,0.912387553603113,0,1,1,0.07577695037599774,9,0,normal
20112,587,HTTPS,14266,59518,442,25.55341061577249,internal_to_internal,0,5,3.843386215220468,13,0.7311346693068236,0,0,1,0.03143117045549442,18,1,normal
41584,587,TLS,27674,157481,407,7.258722075551561,internal_to_external,2,9,6.345381367699054,8,0.8688948763100244,0,0,0,0.012765297908472884,9,0,normal
19211,25,TLS,21913,96215,404,25.212931879310144,internal_to_external,1,2,3.993894328219506,9,0.9111593924430121,0,0,0,0.08006389805336903,18,0,normal
38925,443,UDP,9765,17456,319,4.212146147024648,internal_to_internal,2,8,7.455921360835867,5,0.8312051200243258,0,0,0,0.07691160239930811,18,0,normal
33728,587,HTTP,41179,177762,252,5.765416261277319,external_to_internal,2,2,5.0674804710308035,10,0.7896737813713242,0,0,0,0.09487337223931974,13,0,normal
23218,443,HTTPS,38720,28802,470,6.263496614183032,internal_to_internal,1,9,1.5169644435872154,8,0.7292318494076322,0,0,0,0.05879442909476225,8,0,normal
41080,587,UDP,48863,6797,351,11.899753415029451,internal_to_internal,0,4,2.526768456464132,14,0.8767418805589198,0,0,0,0.04237614160240543,14,0,normal
65016,25,HTTP,6564,80689,407,13.542629172916463,internal_to_external,1,5,9.462845596991835,4,0.7249556858193,0,0,0,0.0886141751076509,11,0,normal
55150,80,HTTP,43196,126780,307,2.01186390988307,internal_to_internal,0,1,4.21377598890514,10,0.795207037303512,0,0,0,0.05260457973861102,11,0,normal
60222,22,TLS,21146,158068,372,25.76944325384369,internal_to_external,0,5,5.355748202028375,7,0.7047086581900149,0,0,0,0.06775225697183367,14,0,normal
8679,8080,HTTPS,6617,32984,318,16.02983760054064,internal_to_external,2,6,5.910190180126298,3,0.7859572722981425,0,0,0,0.0630120324040124,16,0,normal
21693,443,TCP,47536,113605,223,25.202456031891494,internal_to_internal,0,6,3.5497081142209836,4,0.9343620209763848,0,0,0,0.01894913057924491,16,0,normal
27733,8080,HTTP,10576,120375,263,12.962472113211641,internal_to_external,0,6,9.274345704180783,10,0.9858470925438042,0,0,0,0.01960984801092539,17,0,normal
42789,8080,HTTPS,31642,177043,161,17.094661552427382,internal_to_external,2,7,9.94795273357116,3,0.831778554427263,0,0,0,0.09188966486646669,8,0,normal
15013,22,HTTPS,8393,128165,345,15.72896755895508,internal_to_external,1,4,1.536833876912501,1,0.8657997400026641,0,0,0,0.0608548286389242,13,0,normal
55718,445,TCP,46272,40412,153,1.8023971591419512,internal_to_internal,33,32,35.64307236562054,20,0.6363375614596143,0,1,0,0.1645840727904292,21,0,anomalous
5863,443,HTTP,28897,159166,413,9.598043076581318,internal_to_internal,1,9,5.461258334062426,2,0.78229425920861,0,0,0,0.07570168984628411,10,0,normal
34706,53,HTTPS,18580,51167,456,25.886552837777757,internal_to_internal,2,8,7.269870309981244,11,0.8398349011254205,0,1,0,0.052961443877023034,13,0,normal
49458,25,TLS,730,50163,83,26.377055238022987,internal_to_external,0,3,2.1167261838562985,0,0.7242218957766773,0,1,1,0.028321787127887167,18,0,normal
11989,8080,UDP,17772,39839,79,27.340910054790903,internal_to_external,1,5,4.378230285323939,1,0.7652627405506858,0,0,0,0.06290325571014718,10,0,normal
53138,587,HTTPS,31058,165713,203,15.470002099902459,internal_to_external,0,4,2.1087494565869123,4,0.7743739733896631,0,1,0,0.02143082003825282,14,0,normal
2425,22,TCP,22329,92552,353,25.23240244528735,internal_to_external,2,2,6.074036162767044,12,0.7913981857318132,0,0,0,0.09783676759061113,17,0,normal
47282,80,HTTPS,18021,134078,108,1.8003660420880712,internal_to_external,1,8,4.522721030001094,0,0.8577662020562096,0,1,0,0.022319487107311443,14,0,normal
9947,3306,HTTPS,19445,73569,465,4.168430549538573,internal_to_external,0,6,2.8776537236386845,17,0.8279393557883822,0,0,0,0.04743647366460553,18,0,normal
13284,587,TLS,16987,195550,342,20.960810911216257,internal_to_internal,2,3,3.8176926691331934,15,0.8757733490956418,0,1,0,0.055393854591178016,14,0,normal
52723,25,HTTP,25237,81656,230,10.654369647531482,external_to_internal,1,2,5.766918277767501,3,0.8892613058738489,1,0,0,0.05416341609247112,13,0,normal
62299,8080,HTTPS,11125,169660,454,21.368533621422696,internal_to_internal,1,6,3.4622191647734506,0,0.8563316165379284,0,1,0,0.016307753141073522,12,0,normal
42838,587,TCP,18810,41727,415,15.889793658942116,internal_to_internal,0,1,4.497046888569461,9,0.8607985010144787,0,1,0,0.025850183527390692,18,0,normal
20482,587,UDP,45200,114341,320,6.671001204807764,internal_to_external,2,5,5.9546989332540825,3,0.9919547508424442,0,1,0,0.06301609353241718,12,0,normal
31686,53,HTTPS,289,22190,471,24.639830762791135,internal_to_internal,1,7,3.208449860516395,3,0.9651940532725911,0,0,0,0.06083697899063614,8,0,normal
60315,22,UDP,14557,156515,462,7.062679584910959,internal_to_external,0,2,0.7628771780176781,10,0.8772795900626578,0,1,0,0.08998826015764544,9,0,normal
45802,25,HTTP,23769,101467,94,17.717114827090594,internal_to_internal,1,4,4.132581243334881,18,0.7753461237902284,0,1,0,0.03280724959221837,8,0,normal
3144,80,TLS,34048,143023,474,6.693250579042145,internal_to_external,0,8,8.51356630998247,10,0.7731866896151496,0,1,1,0.06404889917168133,10,0,normal
1024,3306,UDP,16763,100841,402,1.9942501721689112,internal_to_internal,0,3,2.936541798647548,9,0.7388191485026295,0,0,0,0.030275082501104847,11,0,normal
8028,8080,HTTPS,32408,83651,424,24.876839007431485,external_to_internal,1,9,4.8428893062710285,11,0.8769180419223561,0,1,1,0.07855939632529223,16,1,normal
51923,443,HTTPS,25738,161184,490,5.994288490952485,external_to_internal,2,7,1.9328694362339265,18,0.7294430132477585,0,1,0,0.00039764566408073687,8,0,normal
56100,44268,TCP,476611022,824,3969,1007.7900667277885,internal_to_external,2,1,0.7507325389985873,27,0.8806154535420812,0,0,0,0.1193343709909144,0,0,anomalous
35004,53,TLS,2323,156309,454,7.6290055649859365,internal_to_internal,2,9,6.501265921098279,4,0.8735625758784284,1,0,0,0.07113902840768736,11,0,normal
41140,3306,HTTP,49826,132793,362,9.78352683791532,internal_to_internal,2,1,5.963080529778758,1,0.7876951572468162,1,0,0,0.018119885015254078,9,0,normal
22355,3306,UDP,8712,138093,200,22.61282862820638,internal_to_internal,1,4,6.026164799327597,1,0.8639256046421298,0,1,1,0.00991060313449802,18,0,normal
17811,22,TCP,22815,12288,171,22.79437291254119,internal_to_external,0,1,0.7114339004538067,0,0.9095022080632161,0,0,0,0.048933694427264286,8,0,normal
22550,46607,TCP,97645320,298,4656,3155.362405836033,internal_to_external,4,1,1.1442365482930732,17,0.5410944665648184,0,0,0,0.37743284873502314,4,1,anomalous
31624,22,TCP,27961,73645,435,7.234686552526978,internal_to_internal,2,3,8.247565638817372,8,0.7900938629463928,0,1,0,0.09706532424934294,8,0,normal
27639,587,TCP,46581,70504,446,18.639658318900494,internal_to_external,0,7,4.7826486968929975,18,0.8611280088066174,0,0,0,0.05618214712580764,14,0,normal
8667,443,HTTPS,49985,182140,198,25.401050788734473,internal_to_internal,2,2,6.197549433029192,6,0.7086697673895587,0,1,0,0.020140509282721333,14,0,normal
12171,3306,TCP,10203,119622,496,2.6620011351550117,internal_to_external,2,1,4.0641178460086955,3,0.7407607314177167,0,0,0,0.07264331164191315,8,0,normal
18175,3306,TCP,35874,76048,356,12.96661631700529,external_to_internal,2,8,9.395448424568063,17,0.8809221868866672,0,0,1,0.06788918921945232,11,1,normal
21632,22,TLS,15125,20459,493,3.589405723478998,internal_to_external,1,3,6.88557463225187,14,0.7226355139535637,0,0,0,0.07942140488973096,12,0,normal
4772,80,HTTP,19695,31193,274,24.879710715529704,internal_to_external,1,6,5.332658313482848,7,0.8766743466188053,0,0,0,0.003133420263558706,15,1,normal
23630,443,TLS,17687,120520,44,22.276884686766618,internal_to_external,2,6,3.3903752487891716,17,0.8104319737888805,0,0,0,0.058270689078976846,13,0,normal
29831,8080,TLS,12860,111815,39,17.908858763295747,internal_to_internal,0,8,4.2532728585272155,8,0.8377020728533557,0,0,1,0.014607015896108367,15,0,normal
63884,587,HTTPS,31532,189881,6,27.917434259430596,internal_to_internal,2,7,6.7034652439454865,1,0.8336304701290066,0,1,0,0.06585451716223541,17,1,normal
5802,3306,HTTPS,21401,39568,484,26.23975442845645,internal_to_internal,2,5,1.3504907510710429,19,0.9490014477877661,0,0,1,0.028635485546942743,18,1,normal
10071,22,TCP,33061,173817,81,1.2745831089088824,internal_to_external,1,4,3.1128398645510584,10,0.8583117356814145,0,1,1,0.002534439816968359,18,0,normal
11688,25,TCP,12708,169434,481,13.370939809936079,external_to_internal,1,9,0.6119485745357103,8,0.7152582215554001,0,1,0,0.09783227684132595,8,0,normal
22675,3306,TLS,2971,87064,362,29.51155227833051,internal_to_external,1,9,4.749069231730828,11,0.8508441205411191,0,0,0,0.03361924875932731,11,0,normal
43042,587,HTTP,15269,145144,304,10.780881375899423,external_to_internal,1,2,7.575669568208204,10,0.7593584153612598,0,1,0,0.06029867346667189,18,0,normal
14612,80,HTTP,16991,193122,337,0.19918115759212462,internal_to_external,0,2,8.352505786301506,9,0.8167333775705309,0,0,0,0.02721523770682779,10,0,normal
14496,25,HTTPS,10255,47235,468,23.626248560629865,internal_to_external,2,6,5.920196375580884,8,0.7400099784919123,0,0,0,0.08092236204850389,14,0,normal
46690,3306,UDP,44402,36456,495,27.25521648881926,internal_to_internal,2,7,0.4521486164683657,5,0.7793126765552496,0,0,0,0.021061719141123893,16,0,normal
7060,8080,TCP,25382,47466,245,29.998713167489917,internal_to_external,0,9,1.9750231857251994,5,0.8262609564090571,0,1,0,0.050512196405736946,11,0,normal
53700,22,HTTPS,5207,19246,55,25.87432293283637,internal_to_internal,2,1,1.413473855475659,19,0.9122019898188035,0,0,0,0.055125610551565465,8,0,normal
16248,25,HTTP,31634,54655,361,5.171509651545986,external_to_internal,2,5,5.799659992120616,1,0.7141624298795476,0,1,0,0.06028504816354316,16,0,normal
3356,25,UDP,21236,188977,316,19.294716374010076,internal_to_internal,1,1,1.7033568599584008,1,0.7726300090464907,0,0,0,0.021715849837643266,12,0,normal
14697,8080,TCP,7727,142540,227,6.0756404956583125,internal_to_external,1,7,8.902834688076073,18,0.7858201120477472,0,0,0,0.06919920637021673,12,0,normal
18084,80,TLS,5355,134864,31,10.450912321497318,internal_to_internal,1,4,5.058169984318201,2,0.9283845268342167,0,0,0,0.03133144765073229,15,0,normal
16193,8080,TLS,31437,124127,395,1.6294811344302909,internal_to_internal,0,4,0.3732930608955357,7,0.8904314000149082,0,0,0,0.07069858943729361,16,0,normal
42597,22,TCP,35056,43839,225,10.453856909980829,internal_to_internal,2,4,2.6833814503355664,3,0.7111184083496148,0,0,0,0.04157367735345763,12,1,normal
16569,443,HTTPS,49696,81454,155,26.042984421209106,internal_to_external,2,7,1.5552896073231433,19,0.8416660379522736,0,1,1,0.0047050132539145145,11,0,normal
46585,25,TLS,39382,47774,287,17.99045837696708,internal_to_external,2,7,3.790304639562943,19,0.708863933546162,0,0,0,0.0924663747676273,9,0,normal
47271,3306,TCP,34164,153104,332,21.633688180702794,internal_to_external,1,7,0.9052994723654474,2,0.8255955446379228,0,0,0,0.09346913150152739,11,0,normal
19700,80,UDP,2016,99464,1,6.363249525956227,internal_to_external,0,9,0.7011085793299012,12,0.941534434394526,0,0,0,0.07035663021766761,18,0,normal
63937,587,UDP,27897,4893,262,7.233079954716245,internal_to_external,2,9,7.635304654811637,0,0.9429518864708291,0,0,0,0.03799090876236261,10,0,normal
35336,53,HTTP,29266,123925,319,24.280160731392417,internal_to_internal,2,4,8.436744614007862,5,0.7326421108667053,0,0,0,0.025314378500260137,8,0,normal
38716,53,UDP,9839,37994,158,4.706809448658845,internal_to_external,1,1,7.978568719244508,13,0.7554448615076568,0,0,0,0.09376805877178265,12,0,normal
55489,25,TCP,34566,54437,485,23.2130124179152,internal_to_external,1,3,1.1637162322922099,18,0.7696684240431992,0,1,0,0.07786924306054396,15,1,normal
3610,22,HTTPS,19857,172286,429,6.330634681297582,internal_to_external,2,7,1.6629424400216277,14,0.8070649629727717,0,0,0,0.014114355129728251,18,0,normal
18624,443,TLS,47357,144068,443,10.256814023208449,internal_to_internal,1,6,2.247998187231819,12,0.850041700826621,0,0,0,0.05880178554986914,17,0,normal
51937,80,HTTP,14688,139953,294,4.818968009273619,internal_to_external,1,3,8.487894117673308,16,0.9301252901691467,0,0,0,0.02436131170793653,18,0,normal
39421,3306,TCP,42144,43071,79,3.033498393023372,internal_to_external,1,2,5.538743062753625,7,0.9763114110733762,0,0,0,0.020992032749989897,10,0,normal
17417,53,UDP,15138,133116,457,17.549703548436955,internal_to_internal,0,3,7.2712287054953775,16,0.7627138279861448,0,0,0,0.01523236222326474,15,1,normal
21769,22,HTTPS,13102,118401,256,22.305326736646716,internal_to_internal,2,2,5.025937152236717,17,0.7969636985057684,0,0,1,0.07584960912265054,9,1,normal
57893,8080,TCP,23659,175844,45,4.314786331378832,internal_to_external,1,3,2.1519197642636367,11,0.7885072364888517,0,0,0,0.006583295918078314,12,1,normal
5606,8080,HTTP,8538,139896,66,8.707014074696968,internal_to_external,2,8,1.9882417052031967,2,0.9771901872320709,0,1,0,0.03662892895220702,17,0,normal
47692,3306,TLS,16359,65776,350,22.491096718558865,external_to_internal,2,8,2.9654793727211963,3,0.8086238008480449,0,1,0,0.037153714633716285,13,0,normal
61538,25,HTTP,47022,162819,404,15.378249110681528,internal_to_internal,1,7,6.639887490211222,18,0.9477130467452937,0,0,0,0.09912886441100027,18,0,normal
55859,25322,UDP,195,51,2,0.06581607726674911,external_to_internal,341,486,444.520513208168,4,0.0661139821234829,1,0,1,0.11065301629970721,7,1,anomalous
36010,80,TLS,15016,122498,111,8.843487932886086,internal_to_internal,2,8,0.5457023581816707,8,0.7350221445413866,0,1,1,0.029101298947455445,18,0,normal
27834,46322,UDP,372,55,8,0.4863931409425918,internal_to_external,0,1,115.54446532165854,4,0.4558774376113712,1,0,0,0.7268440918539362,1,1,anomalous
61121,80,HTTPS,25943,59732,439,6.58428815596012,internal_to_internal,2,1,8.018691304722008,0,0.9387654571196384,0,0,0,0.023563732585926714,16,0,normal
5214,587,HTTP,42322,133131,14,20.348932956785667,internal_to_internal,1,8,8.43268608179756,7,0.9730874639605778,0,1,0,0.07501212041789537,9,0,normal
60435,8080,HTTP,11835,46697,299,12.353016378669944,internal_to_external,1,1,9.756544287653051,3,0.8453609001619508,0,0,1,0.09384669337912264,18,0,normal
3289,8080,TLS,27025,69969,492,16.7329604010156,internal_to_external,0,3,0.4359665879657192,5,0.810891179907973,0,0,0,0.03224879842350886,15,0,normal
11102,80,HTTP,11158,44042,156,28.563657471815485,internal_to_internal,1,2,1.9890382144835828,19,0.9635543660198196,0,1,0,0.09074390422166062,15,0,normal
10264,53,TLS,22547,156424,186,14.831249464615329,internal_to_internal,1,3,4.6120561894005085,11,0.7487710869168936,0,1,0,0.030734650946178912,8,0,normal
43055,3306,TLS,40700,24983,150,16.164629377651995,internal_to_external,1,7,5.223384143260334,7,0.8888253658053031,0,0,0,0.06562662435518606,12,1,normal
31569,25,HTTP,3358,30377,409,26.637849469805573,internal_to_internal,1,5,3.684515903212824,0,0.7544357238949694,0,1,0,0.003037750277850393,10,0,normal
49277,80,UDP,48967,17523,49,4.0623862042458745,internal_to_external,1,3,1.1013982741865918,5,0.9622133847140746,0,0,0,0.017956322962542317,13,0,normal
42877,443,HTTP,416,81832,99,10.028364025476598,internal_to_external,1,7,5.438165026380701,10,0.8302024427104173,0,0,1,0.024010979819474976,11,0,normal
65071,587,HTTPS,7615,2810,244,21.46784922097334,internal_to_internal,2,8,6.723038419921765,16,0.7506818441360434,0,0,0,0.04653316570594327,12,0,normal
17673,53,HTTPS,39619,91513,489,15.688780980867726,internal_to_external,2,8,1.2618563119665565,14,0.781179069908458,0,0,0,0.06582793030162785,12,0,normal
28855,53,TCP,24973,87191,369,11.98252237454951,internal_to_external,1,1,6.471749934558269,8,0.8761639530156288,0,1,1,0.06276843282471128,8,0,normal
37870,443,TLS,36528,178394,200,12.944802366643662,internal_to_internal,1,6,9.73878269005675,4,0.9168456289717577,0,1,0,0.08114634554589634,12,0,normal
17115,25,TCP,26054,152947,338,23.9125263562167,internal_to_internal,2,6,1.023333406316925,16,0.8084436185837994,0,0,0,0.09239670596083366,16,0,normal
13553,52261,UDP,315,88,11,0.4709533100962962,internal_to_external,0,2,164.44918065420634,2,0.6646809664434745,1,0,0,0.8184012847332693,19,0,anomalous
41773,22,UDP,4138,157392,52,16.74431646440455,internal_to_external,0,7,8.47435312011763,16,0.8865106093959356,0,0,0,0.09792079023807676,9,0,normal
18287,29334,UDP,150,45,3,0.044102424541559375,internal_to_internal,35,174,414.5265268259444,2,0.24783393734759784,1,0,1,0.1850154271977941,1,1,anomalous
37048,22,UDP,34940,144493,337,20.329875663681122,internal_to_external,2,4,4.388983520565534,2,0.8130250152237877,1,0,0,0.0820296511021511,8,1,normal
15342,587,TLS,17985,77725,64,14.906636789711943,internal_to_internal,0,3,1.9914428055806517,16,0.9491883068886922,0,0,0,0.0989168133980789,9,0,normal
64937,25,HTTPS,44029,108408,214,2.8335689977278027,internal_to_external,2,4,8.972986444769651,0,0.7038134572900244,0,0,0,0.07528373621377223,12,0,normal
8087,53,UDP,278,126606,235,22.92746772361459,internal_to_external,1,1,5.196447782051507,18,0.9593144403746153,0,1,1,0.03606546793110538,17,0,normal
34637,443,TCP,31886,159026,44,9.611731505413285,internal_to_external,1,1,1.3753776837060565,17,0.9171040545761977,0,0,1,0.07954645209833863,11,1,normal
20038,8080,HTTPS,16849,121652,376,4.558847904525367,internal_to_external,1,2,3.0602398712576897,0,0.9875083308025596,0,1,0,0.04859276056174499,18,1,normal
15448,22,HTTPS,10874,17572,192,25.261913559057344,internal_to_internal,0,7,2.1974940311296756,6,0.7334823667874182,0,0,0,0.09882278010439526,12,0,normal
4192,8080,UDP,32323,49198,498,15.292567693410406,internal_to_internal,0,7,6.676405068423692,9,0.9028779306297313,0,1,0,0.04458933365724388,14,0,normal
21193,25,TLS,34899,168031,21,12.355499590095052,internal_to_external,2,1,7.7127420390288,12,0.9454869451376204,0,1,1,0.09384030181910838,8,0,normal
47607,22,UDP,12998,125491,213,6.837306252378167,internal_to_internal,1,2,0.14960441079260267,12,0.8182094295152289,0,1,0,0.06061636530799849,16,0,normal
10651,587,HTTPS,28032,173935,21,12.667245027662041,internal_to_external,1,7,2.352925670539274,13,0.8186341259224326,0,1,0,0.021614184074234023,17,1,normal
20950,53,HTTPS,33554,29428,396,18.911559432951258,internal_to_internal,1,8,0.9045266611509516,19,0.7442583363889459,0,1,0,0.09293473430408125,17,0,normal
24549,8080,HTTPS,33123,29901,369,16.39488429879394,internal_to_internal,0,9,2.06534934144512,3,0.8389955094251554,0,0,0,0.006840578248012753,18,1,normal
17486,8080,HTTP,22341,29798,265,1.2515352298966942,internal_to_external,0,8,8.757417884533803,11,0.836082778428952,0,0,0,0.02851501109182432,12,0,normal
51389,3306,TLS,40814,17217,465,6.363621978275286,internal_to_internal,1,5,9.481445520060467,1,0.9195972877890901,0,0,1,0.003809819274431925,16,0,normal
64631,53,HTTPS,49968,20213,98,3.350905833561769,internal_to_external,0,5,4.018268081457868,12,0.7082447451109203,0,1,0,0.09791160964635454,12,0,normal
35185,443,HTTP,45422,28186,243,7.803432894636697,internal_to_internal,2,4,7.583961307363114,7,0.9696297074170287,0,0,0,0.035528979910391036,14,0,normal
56713,80,UDP,43042,149330,427,17.95453079104293,internal_to_internal,2,8,7.863711630646142,6,0.8943993327276395,0,1,0,0.0590764088367893,11,0,normal
9254,80,UDP,32517,179406,203,25.109136607056875,internal_to_internal,1,3,4.2836804030054,12,0.9561064144352942,0,0,0,0.05986035891870117,13,0,normal
7362,587,TCP,6028,127469,360,13.703571659619588,internal_to_external,1,4,4.578291159946493,3,0.7165297383752195,0,0,0,0.0768806099652246,17,0,normal
60266,443,HTTP,16115,167794,39,27.648664730282547,internal_to_internal,2,9,0.8262484030538421,4,0.9347260836846083,0,0,0,0.05680301745575816,8,0,normal
42244,43389,HTTPS,37415607,818,2920,675.6680661201807,internal_to_external,0,2,1.9795677643552922,27,0.41810676702156285,0,0,0,0.38247285416297383,4,0,anomalous
14873,443,HTTPS,28028,171950,214,16.543203682575125,internal_to_external,0,1,1.3657463997228556,1,0.8614767412841198,0,1,0,0.06998295862251293,16,0,normal
54740,53,UDP,34343,107077,107,21.13551180052674,internal_to_internal,2,4,5.566435177049309,17,0.8114518922222356,0,1,0,0.013046832534432307,8,0,normal
9082,53,UDP,7697,63903,35,26.39611630577774,internal_to_external,0,1,1.1050116916177057,9,0.7512760582939031,0,1,0,0.09303960514185894,14,0,normal
23588,9743,TCP,342300398,459,7115,219.0684113504432,internal_to_external,4,3,0.7583263125976832,14,0.8833476909884672,0,0,0,0.3782361455042209,1,1,anomalous
61474,8080,HTTPS,14893,109162,432,27.477900963819756,internal_to_internal,0,9,9.077426022543131,2,0.8427008849605988,0,1,0,0.0930075012001726,11,0,normal
10077,53,UDP,15997,151701,114,23.528087236102216,internal_to_external,0,5,1.5037950071240196,1,0.8082158764621783,0,0,1,0.020408542330692038,15,0,normal
16678,33433,TCP,456,135,5,0.4294864317280424,internal_to_external,1,1,278.2126339612508,0,0.4900200134491106,0,0,0,0.9619462850584379,21,0,anomalous
63890,22,TLS,42606,183705,201,14.774535790904723,internal_to_internal,1,2,9.798954991995329,17,0.9241957167162516,0,0,0,0.030012780405975437,16,1,normal
26417,53,TCP,11166,175004,12,24.424697703298616,external_to_internal,2,4,9.688429531280203,6,0.8974104760085806,0,1,0,0.03528175164891591,10,0,normal
22638,53,HTTPS,31101,55133,486,10.97984245438393,internal_to_external,2,8,1.6842901897806482,6,0.9557738473350925,0,0,1,0.04384056364960967,8,0,normal
46127,22,TLS,36108,7485,79,21.813070972499997,internal_to_external,1,1,6.252924489576706,10,0.8904169433878771,0,0,0,0.0035575179614882103,9,0,normal
45492,3306,HTTPS,12335,155558,162,5.406262440029472,internal_to_internal,2,5,2.519315936843249,14,0.7555126507180395,0,0,0,0.002723840721060855,8,0,normal
53080,22,UDP,9230,137396,59,4.418465459514128,internal_to_external,1,1,0.47610139200526147,8,0.886980303956201,0,0,0,0.0648379758978919,12,0,normal
38158,8080,HTTPS,39800,52319,221,4.568539776366067,external_to_internal,0,6,2.1925031652440428,15,0.7180501207124682,0,0,0,0.09998192797583083,17,0,normal
28590,53,DNS,28764,19890,332,93.44779375672167,internal_to_external,0,2,88.43178099066816,994,0.18048486199834296,0,0,0,0.40716423961254217,7,0,anomalous
11071,22,HTTPS,21417,120815,229,24.00508588810863,internal_to_external,0,2,9.102898845672627,2,0.7733821952196587,0,0,0,0.016375845367062557,13,0,normal
55202,3306,HTTP,43520,49907,24,17.022277624146714,internal_to_internal,1,8,6.749633531110288,0,0.8761225451019409,0,0,0,0.03792054144886316,12,0,normal
10498,22,TCP,26017,135536,54,26.309225330583942,internal_to_external,1,7,1.333941170252944,7,0.8847657768149779,1,0,0,0.00566698839781803,10,0,normal
37423,8080,TCP,38026,178438,187,15.53276934111336,internal_to_internal,1,5,2.2894830547054523,11,0.9487121214360066,0,0,0,0.05333549820003432,15,0,normal
12407,443,HTTP,14452,25807,209,9.233769211393643,external_to_internal,0,4,3.5784581749895064,15,0.9893555962146596,0,1,0,0.0740339076024613,12,0,normal
3108,55535,UDP,133,69,6,0.20497701780423638,internal_to_external,0,1,250.36005958016187,1,0.5493417769108387,1,0,0,0.9421966423023577,12,1,anomalous
31408,25,UDP,25410,187059,426,25.549345848323636,internal_to_internal,2,4,9.8825257459901,10,0.9307981151208117,0,1,1,0.05211909305398541,10,0,normal
1258,3306,TCP,9137,137840,200,12.35274862851937,internal_to_internal,2,9,6.16112184730754,13,0.9251218973135251,0,0,0,0.04364978451530101,8,0,normal
32586,53,HTTPS,33978,33522,154,3.2948424895876403,internal_to_external,0,2,9.170901671701984,19,0.8394984652332235,0,0,0,0.06070530652253917,17,0,normal
14545,34611,HTTPS,473423752,61,2879,2509.4585535211495,internal_to_external,2,4,1.9208605756114046,24,0.6919670221594321,1,0,0,0.12122349335211635,0,0,anomalous
31726,587,UDP,40991,29275,460,21.684598938254304,internal_to_external,0,2,0.8409922176747437,11,0.7541333792118861,0,0,0,0.059716862954774255,16,0,normal
18671,587,HTTP,49610,37045,130,11.196626217802068,internal_to_internal,2,9,0.1424794892453224,10,0.845836389276196,0,0,0,0.035555579669172326,9,0,normal
33551,53,TCP,6511,159073,224,1.5477818821722873,internal_to_external,0,1,1.5357555686956788,8,0.762472625614718,0,0,0,0.023531452026733325,10,0,normal
34986,25,HTTP,29148,53627,349,25.87194515965323,internal_to_internal,0,8,4.092427195046561,17,0.8418137321053631,0,1,0,0.05541095324664841,11,0,normal
49492,587,UDP,31092,127322,345,15.379771015987188,internal_to_external,2,7,3.9103890588443058,2,0.7174306243598892,0,1,0,0.035885403770814,8,0,normal
9234,443,HTTPS,45694,140274,260,17.395514681048123,internal_to_external,2,9,2.510669455766831,3,0.952775369749314,0,0,0,0.032694789171363384,16,0,normal
32374,80,TCP,4250,186260,462,19.07165105269114,internal_to_internal,2,2,5.701123952936971,11,0.7133051590435154,0,1,0,0.006826798100579146,14,1,normal
51396,3306,HTTP,7676,14463,77,9.898843511063527,internal_to_external,1,4,1.748679853875391,12,0.7942441877381545,0,0,0,0.0962786478702871,17,0,normal
17517,8080,TLS,36260,197156,77,28.349610575950205,internal_to_internal,0,4,1.808169374916689,10,0.7797426466642413,0,0,0,0.09610620373964306,11,0,normal
